YEAR,MONTH,DAY,START_HOUR,END_HOUR,NORTH,QUEZON,KAMUNING,CUBAO,SANTOLAN,ORTIGAS,SHAW,BONI,GUADALUPE,BUENDIA,AYALA,MAGALLANES,TAFT,ACTIVITY
2012,1,12,17,18,3396,3010,1852,3623,1245,2432,4172,1966,2447,2943,4800,5045,6201,ENTRY
2012,1,12,18,19,3540,2828,1471,3792,1148,2770,4818,2249,2114,3075,5909,5292,6573,ENTRY
2012,1,12,19,20,3725,1965,1040,3443,716,2073,3744,1807,1795,2194,5116,3927,5449,ENTRY
2012,1,12,20,21,3621,1571,766,2881,552,1436,3031,1448,1546,1246,4124,2414,3844,ENTRY
2012,1,12,21,22,2916,1117,451,2019,211,991,2243,1013,1260,850,3759,1725,3101,ENTRY
2012,1,12,22,23,52,38,33,129,27,170,412,389,406,318,846,528,861,ENTRY
2012,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,13,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,13,4,5,0,72,58,125,7,6,0,0,0,0,0,0,0,ENTRY
2012,1,13,5,6,3430,1326,805,1881,125,116,877,379,729,125,189,620,1555,ENTRY
2012,1,13,6,7,8006,3619,1795,3240,346,476,2279,1194,2049,427,610,1414,4450,ENTRY
2012,1,13,7,8,10092,5002,2187,2656,565,965,3578,1976,3482,647,837,3248,7703,ENTRY
2012,1,13,8,9,9698,4334,1905,3598,681,1028,3536,1907,3375,657,692,3071,7625,ENTRY
2012,1,13,9,10,6955,2891,1531,3434,590,847,3118,1514,2947,607,683,2482,5962,ENTRY
2012,1,13,10,11,4503,2403,1351,3114,579,818,2549,1252,2372,765,823,2044,4810,ENTRY
2012,1,13,11,12,4344,2278,1314,3068,575,929,2720,1282,2213,775,947,1809,4480,ENTRY
2012,1,13,12,13,4540,2212,1204,3587,543,861,2919,1226,2349,740,1116,1861,4558,ENTRY
2012,1,13,13,14,3723,2176,1148,3156,631,978,2751,1135,2104,817,1576,1740,4595,ENTRY
2012,1,13,14,15,3608,1829,1188,3061,688,1210,2866,1190,1977,1035,2187,2256,4361,ENTRY
2012,1,13,15,16,3006,2124,1294,3167,767,1406,3181,1343,1919,1275,2577,2379,4876,ENTRY
2012,1,13,16,17,3374,2356,1338,3374,928,1695,3568,1550,2224,1845,2814,3238,5220,ENTRY
2012,1,13,17,18,3723,3281,1898,3909,1314,2474,4373,2005,2443,2903,3967,5346,6591,ENTRY
2012,1,13,18,19,3822,3150,1437,4102,1144,2829,5065,2376,2355,3327,4611,5219,6925,ENTRY
2012,1,13,19,20,3908,2149,1017,3544,823,2114,4128,1870,2009,2348,4205,4691,5984,ENTRY
2012,1,13,20,21,3432,1540,789,2893,531,1433,3023,1388,1658,1260,3354,2814,4421,ENTRY
2012,1,13,21,22,2881,1163,511,2267,359,990,2203,1065,1197,883,2532,1809,3436,ENTRY
2012,1,13,22,23,3,32,25,249,42,293,771,383,602,314,1824,518,865,ENTRY
2012,1,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,14,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,14,4,5,175,7,41,87,0,2,0,0,6,0,0,0,0,ENTRY
2012,1,14,5,6,2311,912,567,1438,70,34,717,305,516,114,283,506,1184,ENTRY
2012,1,14,6,7,4002,1845,954,2229,158,163,1544,827,1371,320,947,1245,2640,ENTRY
2012,1,14,7,8,5173,2429,1022,2417,284,256,2422,1266,2378,517,1339,1983,4356,ENTRY
2012,1,14,8,9,5586,2600,1092,2713,344,265,2607,1300,2566,423,1193,1953,4355,ENTRY
2012,1,14,9,10,5010,2245,1014,2788,361,293,2468,1247,2538,459,1264,1882,4267,ENTRY
2012,1,14,10,11,3854,1847,823,2647,310,243,2116,1127,2181,447,1253,1589,3778,ENTRY
2012,1,14,11,12,3906,1925,842,3059,410,346,2194,1194,2129,515,1474,1717,3911,ENTRY
2012,1,14,12,13,4061,1908,936,3212,459,471,2635,1230,2449,630,1917,2035,4296,ENTRY
2012,1,14,13,14,3395,1775,708,3153,418,714,2562,1039,2077,703,1860,1810,4183,ENTRY
2012,1,14,14,15,2899,1697,754,3053,389,809,2636,1120,1904,592,1884,1748,4077,ENTRY
2012,1,14,15,16,3044,1673,755,3081,474,985,2885,1161,1998,817,2099,2143,4243,ENTRY
2012,1,14,16,17,3481,1915,920,3420,527,1195,3082,1389,1895,1195,3441,2529,4886,ENTRY
2012,1,14,17,18,3685,2143,1183,3505,706,1395,3263,1416,1934,1151,4205,2859,5243,ENTRY
2012,1,14,18,19,3713,1856,793,3610,517,1263,2677,1281,1959,970,3893,2753,5108,ENTRY
2012,1,14,19,20,3605,1296,673,3180,421,1020,2802,894,1577,550,4093,2461,4632,ENTRY
2012,1,14,20,21,2924,1025,478,2521,373,859,2016,674,1210,359,2941,1472,3577,ENTRY
2012,1,14,21,22,2511,691,269,1595,322,593,1559,532,855,282,2804,967,2831,ENTRY
2012,1,14,22,23,52,28,25,104,31,191,545,223,422,101,1626,334,669,ENTRY
2012,1,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,15,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,15,4,5,114,55,16,50,4,1,15,0,0,0,0,0,0,ENTRY
2012,1,15,5,6,1179,480,331,835,45,38,406,145,326,58,113,309,770,ENTRY
2012,1,15,6,7,1585,809,514,1160,85,131,792,375,733,178,363,641,1438,ENTRY
2012,1,15,7,8,1949,906,421,1498,112,239,1177,481,1085,273,591,919,1963,ENTRY
2012,1,15,8,9,2997,1348,596,1898,163,240,1399,608,1575,226,472,1096,2599,ENTRY
2012,1,15,9,10,3463,1435,628,2451,226,316,1654,848,1893,224,569,1254,3410,ENTRY
2012,1,15,10,11,2852,1420,726,2325,201,272,1557,765,1821,204,598,1130,3271,ENTRY
2012,1,15,11,12,3560,1450,592,2630,232,378,1724,832,1900,163,636,1195,3311,ENTRY
2012,1,15,12,13,2593,1095,656,2443,218,447,1743,824,1608,175,747,988,3065,ENTRY
2012,1,15,13,14,2535,1108,568,2460,205,453,1693,770,1687,198,868,1129,3141,ENTRY
2012,1,15,14,15,2652,1147,623,2423,233,645,1758,861,1816,259,994,1209,3245,ENTRY
2012,1,15,15,16,2581,1130,788,2514,269,683,2101,987,1789,386,1355,1161,3496,ENTRY
2012,1,15,16,17,2701,1050,578,2583,270,756,1908,851,1547,310,1392,1372,3641,ENTRY
2012,1,15,17,18,2826,1129,548,2610,270,698,1847,786,1523,288,1285,1203,3812,ENTRY
2012,1,15,18,19,3047,987,656,2527,308,867,1960,742,1361,277,1606,1185,3577,ENTRY
2012,1,15,19,20,2832,813,488,2502,225,759,1763,545,1076,217,1807,974,3196,ENTRY
2012,1,15,20,21,2701,714,437,2353,371,688,1631,490,928,164,1835,816,2810,ENTRY
2012,1,15,21,22,2192,448,263,1796,117,515,1455,386,864,128,2442,676,2118,ENTRY
2012,1,15,22,23,0,12,1,48,14,64,195,127,242,58,388,218,431,ENTRY
2012,1,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,16,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,16,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,16,4,5,63,67,63,192,0,3,40,0,0,0,0,0,0,ENTRY
2012,1,16,5,6,2595,1118,1014,1488,129,124,989,315,775,78,133,689,1988,ENTRY
2012,1,16,6,7,5361,3489,2242,3059,388,388,2148,920,2042,268,517,1618,4826,ENTRY
2012,1,16,7,8,8185,4391,2931,2981,596,906,3396,1756,3531,483,969,3128,7815,ENTRY
2012,1,16,8,9,8511,3938,2280,2828,698,1074,3468,1703,3116,513,934,3008,7984,ENTRY
2012,1,16,9,10,5995,3825,2115,3726,693,884,3138,1446,2915,590,905,2748,6232,ENTRY
2012,1,16,10,11,4997,2545,1480,3323,650,807,2634,1230,2406,702,994,1820,5323,ENTRY
2012,1,16,11,12,4006,2350,1340,3387,703,874,2636,1240,2290,802,1270,1838,4890,ENTRY
2012,1,16,12,13,3735,2027,1188,3196,628,949,2763,1092,2099,806,1461,1981,4398,ENTRY
2012,1,16,13,14,3466,2051,1219,3372,611,918,2735,1046,2101,781,1664,1785,4490,ENTRY
2012,1,16,14,15,3234,1997,1145,3028,711,1190,2789,1234,1929,922,1931,1945,4534,ENTRY
2012,1,16,15,16,2515,1815,1129,3150,705,1367,3115,1217,2023,1194,2486,1954,4884,ENTRY
2012,1,16,16,17,2618,2131,1336,3102,1023,1593,3519,1361,1996,1787,3242,3102,5068,ENTRY
2012,1,16,17,18,3153,3165,1984,3632,1240,2476,4188,1952,2346,2590,4835,4911,6090,ENTRY
2012,1,16,18,19,3085,2781,1423,3896,1115,2875,4730,2149,2193,3238,5724,5313,6588,ENTRY
2012,1,16,19,20,3404,1818,1019,3324,739,2117,3822,1849,1854,2126,5189,3790,5591,ENTRY
2012,1,16,20,21,3077,1448,776,2951,578,1325,2998,1304,1574,1277,4060,2458,4027,ENTRY
2012,1,16,21,22,2869,921,465,1910,205,860,2149,970,1166,758,3436,1554,2861,ENTRY
2012,1,16,22,23,0,13,32,108,26,174,359,388,383,286,789,408,753,ENTRY
2012,1,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,17,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,17,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,17,4,5,14,87,90,156,10,9,31,6,12,0,0,0,0,ENTRY
2012,1,17,5,6,3923,1431,922,2003,134,131,925,331,754,141,244,662,1673,ENTRY
2012,1,17,6,7,7781,4254,2060,3395,383,529,2493,1160,2122,439,588,1911,4820,ENTRY
2012,1,17,7,8,9509,5167,2479,3399,549,1022,3533,2112,3408,699,874,3193,8190,ENTRY
2012,1,17,8,9,7347,4180,2083,2908,685,1076,3636,1926,3291,635,701,3032,8026,ENTRY
2012,1,17,9,10,7251,3095,1686,3535,618,932,3109,1418,2836,623,730,2572,5944,ENTRY
2012,1,17,10,11,4857,2385,1419,3220,700,866,2723,1228,2393,787,773,1978,4594,ENTRY
2012,1,17,11,12,4343,2235,1292,3177,635,889,2622,1315,2181,815,945,1776,4541,ENTRY
2012,1,17,12,13,3765,2032,1192,3166,560,887,2649,1137,2150,817,1224,1814,4349,ENTRY
2012,1,17,13,14,3588,2027,1058,3131,609,924,2672,1083,2007,774,1116,1744,4467,ENTRY
2012,1,17,14,15,3172,1852,1137,2860,709,1119,2761,1236,1724,999,1383,1917,4248,ENTRY
2012,1,17,15,16,2596,1719,1133,2950,751,1164,2928,1251,1845,1233,1815,2024,4766,ENTRY
2012,1,17,16,17,2695,2096,1304,3091,992,1633,3416,1470,2108,1759,2400,2824,5202,ENTRY
2012,1,17,17,18,3473,3084,2049,3801,1491,2479,4275,2052,2378,2857,3823,4929,6363,ENTRY
2012,1,17,18,19,3433,2909,1542,3910,1033,2816,4960,2187,2191,3264,3958,5245,6214,ENTRY
2012,1,17,19,20,3422,2017,1073,3384,712,2125,3757,1899,1699,2103,4619,4039,5498,ENTRY
2012,1,17,20,21,3259,1536,826,2856,560,1302,2853,1446,1544,1368,3454,2576,3942,ENTRY
2012,1,17,21,22,2852,1041,557,1931,188,865,2231,1037,1319,820,3510,1635,2971,ENTRY
2012,1,17,22,23,1,8,33,92,27,156,365,360,408,312,806,516,767,ENTRY
2012,1,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,18,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,18,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,18,4,5,195,99,62,133,0,11,38,13,3,0,0,0,0,ENTRY
2012,1,18,5,6,3787,1376,842,1655,137,108,894,408,693,136,348,644,1577,ENTRY
2012,1,18,6,7,9466,3823,1958,2668,339,508,2243,1155,1820,479,1160,1904,4509,ENTRY
2012,1,18,7,8,9214,5110,2355,2385,588,1086,3879,2184,3120,714,1762,2947,7933,ENTRY
2012,1,18,8,9,10511,4439,2061,3099,702,1099,3665,2009,3117,653,1463,2929,7879,ENTRY
2012,1,18,9,10,7129,3011,1583,3360,598,909,3212,1554,2765,626,1523,2580,6189,ENTRY
2012,1,18,10,11,5272,2411,1320,3391,604,728,2607,1215,2065,705,1376,1860,4764,ENTRY
2012,1,18,11,12,4932,2287,1271,3343,578,870,2704,1253,2149,777,1700,1570,4770,ENTRY
2012,1,18,12,13,4200,2037,1135,2540,523,919,2725,1118,1828,794,1758,1878,4697,ENTRY
2012,1,18,13,14,3907,1974,1162,2590,540,847,2753,1146,1834,750,2118,1727,4327,ENTRY
2012,1,18,14,15,3157,1902,1133,2495,700,1158,2933,1183,1806,963,2675,1910,4286,ENTRY
2012,1,18,15,16,3058,1738,1060,2427,691,1269,3090,1217,1909,1119,3259,2152,4779,ENTRY
2012,1,18,16,17,3020,2196,1293,2557,899,1590,3338,1400,1961,1672,4508,2991,5390,ENTRY
2012,1,18,17,18,3728,3208,1853,2924,1220,2536,4341,2149,2257,2699,6227,5188,6443,ENTRY
2012,1,18,18,19,4098,2857,1518,3217,1018,2853,4979,2229,2084,3259,6780,5361,6431,ENTRY
2012,1,18,19,20,3491,1944,1014,2601,724,2086,3882,1879,1767,2280,6421,3744,6157,ENTRY
2012,1,18,20,21,3511,1494,724,2513,576,1206,2920,1358,1562,1268,5090,2591,4021,ENTRY
2012,1,18,21,22,2892,1020,470,1995,199,940,2166,1003,1251,817,3651,1651,3030,ENTRY
2012,1,18,22,23,0,27,23,103,24,173,456,398,451,317,846,530,1005,ENTRY
2012,1,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,19,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,19,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,19,4,5,130,39,50,191,0,7,38,0,4,0,0,0,0,ENTRY
2012,1,19,5,6,3405,1459,628,2277,139,101,831,415,756,163,297,648,1608,ENTRY
2012,1,19,6,7,7806,3897,1375,3954,371,499,2339,1161,2334,467,1066,1904,4531,ENTRY
2012,1,19,7,8,10508,5240,1844,3848,576,1060,3653,2089,4031,695,1340,3092,8122,ENTRY
2012,1,19,8,9,8963,4101,1258,3550,663,1125,3744,1898,3950,631,1103,3004,7850,ENTRY
2012,1,19,9,10,6348,2978,1055,3137,576,813,2991,1485,3075,643,1169,2383,5670,ENTRY
2012,1,19,10,11,4888,2344,887,3092,599,797,2531,1172,2461,769,1094,1883,4563,ENTRY
2012,1,19,11,12,4232,2131,846,3008,626,930,2562,1187,2243,843,1271,1745,4300,ENTRY
2012,1,19,12,13,3808,1966,1148,3725,531,787,2577,1070,2177,799,1551,1638,4316,ENTRY
2012,1,19,13,14,3554,1923,1089,3779,624,876,2596,1041,2086,766,1626,1603,4244,ENTRY
2012,1,19,14,15,2893,1785,1136,3421,687,1149,2638,1136,1861,947,2027,1835,4164,ENTRY
2012,1,19,15,16,2549,1734,1045,3598,734,1277,2999,1179,1718,1219,2420,1937,4560,ENTRY
2012,1,19,16,17,2692,1987,1244,3807,1026,1573,3367,1350,2169,1726,3382,2950,5194,ENTRY
2012,1,19,17,18,3320,3035,1822,4608,1280,2450,4210,1963,2490,2742,4887,5079,5975,ENTRY
2012,1,19,18,19,3448,2593,1428,4532,1074,2807,4711,2326,2236,3102,5770,5021,6063,ENTRY
2012,1,19,19,20,3272,2049,983,3837,694,2042,3772,1804,1829,2182,5056,3991,5008,ENTRY
2012,1,19,20,21,3266,1807,732,3095,575,1222,3035,1361,1699,1362,4055,2588,3809,ENTRY
2012,1,19,21,22,2974,1113,512,1960,233,939,2233,1001,1286,881,3718,1748,2906,ENTRY
2012,1,19,22,23,41,32,40,118,29,198,397,397,411,309,896,589,822,ENTRY
2012,1,19,23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,ENTRY
2012,1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,20,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,20,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,20,4,5,0,53,65,101,0,8,0,0,0,0,0,0,0,ENTRY
2012,1,20,5,6,3501,1351,812,1289,130,109,859,363,744,139,245,607,1610,ENTRY
2012,1,20,6,7,7460,3710,1832,2692,369,459,2261,1219,2110,466,884,1890,4303,ENTRY
2012,1,20,7,8,8186,5208,2485,2544,619,997,3594,2048,3465,704,1318,2981,7622,ENTRY
2012,1,20,8,9,10388,4311,2056,1804,698,1088,3490,1965,3636,631,1059,2923,7808,ENTRY
2012,1,20,9,10,6668,3308,1616,2863,634,856,3162,1525,2901,632,1214,2527,6057,ENTRY
2012,1,20,10,11,4790,2258,1365,2573,614,824,2698,1269,2336,792,1259,1962,4723,ENTRY
2012,1,20,11,12,4358,2302,1288,2450,592,922,2715,1241,2215,876,1348,1912,4211,ENTRY
2012,1,20,12,13,4602,2321,1321,2709,522,943,3023,1235,2337,892,1553,1892,4840,ENTRY
2012,1,20,13,14,4060,2130,1064,2685,698,1079,2814,1185,2012,833,1814,1753,4397,ENTRY
2012,1,20,14,15,3476,1968,1267,2466,656,1191,3070,1290,1918,1083,2116,2287,4535,ENTRY
2012,1,20,15,16,3055,2165,1279,2604,765,1424,3228,1276,1946,1306,2520,2400,4875,ENTRY
2012,1,20,16,17,3182,2303,1454,2706,949,1684,3624,1487,2256,1867,3611,3415,5173,ENTRY
2012,1,20,17,18,3883,3345,2094,3122,1329,2640,4596,2013,2545,2938,5040,5061,6433,ENTRY
2012,1,20,18,19,3722,2950,1599,3218,1090,2855,4741,2354,2416,3291,5467,5404,7066,ENTRY
2012,1,20,19,20,3788,2218,1149,3065,955,2187,4097,1840,2078,2141,5305,4638,5669,ENTRY
2012,1,20,20,21,3721,1620,849,2469,564,1348,3230,1526,1891,1436,4252,3636,5043,ENTRY
2012,1,20,21,22,2822,1175,524,2238,394,998,2191,1076,1209,858,3377,2010,3424,ENTRY
2012,1,20,22,23,1,50,44,152,69,355,782,445,602,343,2055,627,968,ENTRY
2012,1,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,21,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,21,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,21,4,5,174,80,54,165,9,3,9,5,8,0,0,0,0,ENTRY
2012,1,21,5,6,2303,888,577,2022,86,75,684,308,513,141,227,464,1182,ENTRY
2012,1,21,6,7,4116,1982,1018,3069,167,311,1618,777,1333,379,709,1413,2812,ENTRY
2012,1,21,7,8,5373,2646,1146,3104,267,502,2317,1290,2379,477,928,1991,4220,ENTRY
2012,1,21,8,9,5610,2531,1110,3145,340,493,2527,1315,2609,470,824,1866,4527,ENTRY
2012,1,21,9,10,4377,2140,976,3356,347,448,2367,1177,2390,415,923,1792,4483,ENTRY
2012,1,21,10,11,3809,1831,819,3239,286,464,2148,1043,2110,394,888,1549,3696,ENTRY
2012,1,21,11,12,3961,1841,840,3760,376,549,2241,1071,2154,458,1090,1633,3763,ENTRY
2012,1,21,12,13,4038,1956,879,3839,436,803,2645,1189,2404,652,1505,1921,4442,ENTRY
2012,1,21,13,14,3385,1563,767,3639,408,846,2670,1110,2019,620,1628,1848,4110,ENTRY
2012,1,21,14,15,2936,1620,684,3501,363,923,2562,1067,1926,619,1764,1807,4167,ENTRY
2012,1,21,15,16,2978,1636,728,3554,442,1028,2797,1278,1922,864,2011,2093,4258,ENTRY
2012,1,21,16,17,3448,1826,867,4017,550,1402,3269,1421,2371,1254,2969,2822,4794,ENTRY
2012,1,21,17,18,3565,2071,1186,4292,665,1378,3326,1357,2004,1114,2939,3189,5188,ENTRY
2012,1,21,18,19,3719,1781,811,4269,545,1234,3262,1293,1566,866,2674,2809,5071,ENTRY
2012,1,21,19,20,3469,1328,714,3585,461,1130,2650,935,1506,597,2901,2041,4312,ENTRY
2012,1,21,20,21,3002,1003,492,3072,354,765,2084,664,1089,374,2023,1397,3478,ENTRY
2012,1,21,21,22,2192,635,291,1649,294,608,1496,514,834,255,1930,991,2769,ENTRY
2012,1,21,22,23,1,10,12,106,25,218,548,182,405,170,1423,348,588,ENTRY
2012,1,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,22,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,22,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,22,4,5,100,38,0,0,4,3,0,0,0,0,0,0,0,ENTRY
2012,1,22,5,6,1252,501,351,868,46,54,441,179,305,67,126,267,791,ENTRY
2012,1,22,6,7,1714,877,483,1147,90,154,834,413,835,185,354,676,1442,ENTRY
2012,1,22,7,8,2063,1096,464,1344,142,243,1147,543,1097,287,602,955,2257,ENTRY
2012,1,22,8,9,3036,1397,588,1563,168,238,1517,704,1587,220,498,1082,3103,ENTRY
2012,1,22,9,10,3359,1395,640,1787,248,288,1771,824,2083,219,524,1192,3435,ENTRY
2012,1,22,10,11,3041,1350,639,1823,202,292,1531,784,1712,177,555,1054,3522,ENTRY
2012,1,22,11,12,3462,1332,627,2020,186,330,1586,778,1794,183,653,1152,3595,ENTRY
2012,1,22,12,13,2487,1169,616,2012,216,416,1640,823,1645,171,662,1012,3355,ENTRY
2012,1,22,13,14,2428,1153,613,2016,221,431,1616,827,1552,159,785,994,3055,ENTRY
2012,1,22,14,15,2590,1173,506,1896,239,593,1866,831,1655,299,1028,1193,3310,ENTRY
2012,1,22,15,16,2392,1079,715,2174,239,727,1866,893,1673,323,1344,1072,3438,ENTRY
2012,1,22,16,17,2674,1002,609,2392,255,786,1987,772,1630,285,1430,1200,3436,ENTRY
2012,1,22,17,18,2674,1136,607,2403,276,812,1878,714,1406,258,1278,1211,3607,ENTRY
2012,1,22,18,19,2553,1046,544,2160,294,888,2088,679,1213,325,1590,1187,3282,ENTRY
2012,1,22,19,20,2537,861,441,1927,224,863,1857,522,1073,246,1776,917,2972,ENTRY
2012,1,22,20,21,2073,608,355,1836,353,700,1606,475,952,127,1777,817,2563,ENTRY
2012,1,22,21,22,1772,421,221,1236,119,565,1522,375,789,145,2330,648,2110,ENTRY
2012,1,22,22,23,0,8,14,45,7,107,208,122,328,64,394,220,441,ENTRY
2012,1,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,23,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,23,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,23,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,23,4,5,148,64,27,121,0,1,0,0,0,0,0,0,0,ENTRY
2012,1,23,5,6,2189,742,600,1196,64,58,601,166,360,64,94,385,1293,ENTRY
2012,1,23,6,7,2969,1405,782,1532,98,186,1049,391,863,203,345,920,2205,ENTRY
2012,1,23,7,8,3139,1479,690,1300,147,305,1211,550,1262,268,546,1128,2989,ENTRY
2012,1,23,8,9,3614,1551,713,1634,226,313,1572,682,1576,203,432,1185,3232,ENTRY
2012,1,23,9,10,3631,1617,754,1958,233,297,1657,782,1735,222,502,1178,3180,ENTRY
2012,1,23,10,11,3267,1396,701,1919,227,272,1461,710,1559,229,561,1052,3174,ENTRY
2012,1,23,11,12,3330,1363,735,2009,232,325,1652,775,1624,193,629,1033,3039,ENTRY
2012,1,23,12,13,2652,1242,653,1761,214,385,1638,651,1530,206,695,1004,3067,ENTRY
2012,1,23,13,14,2768,1215,593,1890,209,468,1783,696,1542,257,813,1046,3111,ENTRY
2012,1,23,14,15,2596,1228,611,1877,234,534,1878,835,1567,315,1095,1170,3094,ENTRY
2012,1,23,15,16,2527,1185,590,1877,263,775,2148,853,1631,419,1540,1282,3611,ENTRY
2012,1,23,16,17,2697,1206,687,1997,291,872,2365,911,1520,711,2175,1660,3742,ENTRY
2012,1,23,17,18,3180,1384,750,2117,439,1095,2384,876,1584,579,1984,1679,3917,ENTRY
2012,1,23,18,19,3170,1390,718,2029,371,1020,2219,760,1249,528,2041,1622,3679,ENTRY
2012,1,23,19,20,3623,1115,670,2032,367,897,2033,684,1060,413,2052,1443,3844,ENTRY
2012,1,23,20,21,3306,1110,593,2274,362,696,1879,536,1036,264,1848,1215,3349,ENTRY
2012,1,23,21,22,2797,824,392,2192,139,597,1576,452,890,240,2180,984,2462,ENTRY
2012,1,23,22,23,0,10,12,91,23,106,272,166,230,117,422,268,501,ENTRY
2012,1,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,24,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,24,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,24,4,5,233,99,86,187,6,6,41,0,16,0,0,0,0,ENTRY
2012,1,24,5,6,4119,1726,1102,2419,131,121,970,386,836,149,220,779,1826,ENTRY
2012,1,24,6,7,8120,4157,2191,3592,391,456,2479,1169,2246,417,727,2162,5208,ENTRY
2012,1,24,7,8,6415,3320,2214,2589,590,997,3289,2031,3452,670,1043,3228,8077,ENTRY
2012,1,24,8,9,9427,5146,3183,3424,738,1164,3742,1754,2979,668,1024,3371,7894,ENTRY
2012,1,24,9,10,7966,3724,2141,3935,699,1091,3421,1473,3071,674,1009,2595,6437,ENTRY
